customer_id,first_name,last_name,email,city,is_active
C0233,User233,Test233,user233@example.com,Paris,true
C0234,User234,Test234,user234@example.com,Lyon,true
C0235,User235,Test235,user235@example.com,Marseille,false
C0236,User236,Test236,user236@example.com,Lyon,true
C0237,User237,Test237,user237@example.com,Nantes,true
C0238,User238,Test238,user238@example.com,Toulouse,true
C0239,User239,Test239,user239@example.com,Lyon,true
C0240,User240,Test240,user240@example.com,Marseille,true
C0241,User241,Test241,user241@example.com,Lyon,true
C0242,User242,Test242,user242@example.com,Bordeaux,true
C0243,User243,Test243,user243@example.com,Bordeaux,true
C0244,User244,Test244,user244@example.com,Bordeaux,true
C0245,User245,Test245,user245@example.com,Nice,true
C0246,User246,Test246,user246@example.com,Bordeaux,true
C0247,User247,Test247,user247@example.com,Marseille,true
C0248,User248,Test248,user248@example.com,Marseille,true
C0249,User249,Test249,user249@example.com,Nice,true
C0250,User250,Test250,user250@example.com,Toulouse,false
C0251,User251,Test251,user251@example.com,Lille,true
C0252,User252,Test252,user252@example.com,Marseille,false
C0253,User253,Test253,user253@example.com,Paris,true
C0254,User254,Test254,user254@example.com,Lille,true
C0255,User255,Test255,user255@example.com,Paris,false
C0256,User256,Test256,user256@example.com,Lyon,true
C0257,User257,Test257,user257@example.com,Bordeaux,true
C0258,User258,Test258,user258@example.com,Nice,true
C0259,User259,Test259,user259@example.com,Lille,true
C0260,User260,Test260,user260@example.com,Nice,true
C0261,User261,Test261,user261@example.com,Marseille,true
C0262,User262,Test262,user262@example.com,Bordeaux,true
C0263,User263,Test263,user263@example.com,Lyon,true
C0264,User264,Test264,user264@example.com,Bordeaux,true
C0265,User265,Test265,user265@example.com,Nice,true
C0266,User266,Test266,user266@example.com,Toulouse,true
C0267,User267,Test267,user267@example.com,Marseille,false
C0268,User268,Test268,user268@example.com,Bordeaux,true
C0269,User269,Test269,user269@example.com,Lille,true
C0270,User270,Test270,user270@example.com,Paris,true
C0271,User271,Test271,user271@example.com,Lille,true
C0272,User272,Test272,user272@example.com,Nantes,true
C0273,User273,Test273,user273@example.com,Nice,true
C0274,User274,Test274,user274@example.com,Paris,false
C0275,User275,Test275,user275@example.com,Nice,true
C0276,User276,Test276,user276@example.com,Toulouse,true
C0277,User277,Test277,user277@example.com,Paris,true
C0278,User278,Test278,user278@example.com,Toulouse,true
C0279,User279,Test279,user279@example.com,Nantes,false
C0280,User280,Test280,user280@example.com,Nantes,true
C0281,User281,Test281,user281@example.com,Bordeaux,true
C0282,User282,Test282,user282@example.com,Marseille,true
C0283,User283,Test283,user283@example.com,Lille,true
C0284,User284,Test284,user284@example.com,Bordeaux,true
C0285,User285,Test285,user285@example.com,Bordeaux,true
C0286,User286,Test286,user286@example.com,Toulouse,true
C0287,User287,Test287,user287@example.com,Lyon,true
C0288,User288,Test288,user288@example.com,Lyon,true
C0289,User289,Test289,user289@example.com,Lille,true
C0290,User290,Test290,user290@example.com,Paris,true
C0291,User291,Test291,user291@example.com,Lille,true
C0292,User292,Test292,user292@example.com,Nantes,true
C0293,User293,Test293,user293@example.com,Nantes,true
C0294,User294,Test294,user294@example.com,Toulouse,true
C0295,User295,Test295,user295@example.com,Toulouse,true
C0296,User296,Test296,user296@example.com,Marseille,true
C0297,User297,Test297,user297@example.com,Lyon,true
C0298,User298,Test298,user298@example.com,Toulouse,true
C0299,User299,Test299,user299@example.com,Paris,true
C0300,User300,Test300,user300@example.com,Lille,true
C0301,User301,Test301,user301@example.com,Paris,true
C0302,User302,Test302,user302@example.com,Toulouse,true
C0303,User303,Test303,user303@example.com,Lille,true
C0304,User304,Test304,user304@example.com,Lille,true
C0305,User305,Test305,user305@example.com,Marseille,true
C0306,User306,Test306,user306@example.com,Toulouse,true
C0307,User307,Test307,user307@example.com,Paris,false
C0308,User308,Test308,user308@example.com,Nice,true
C0309,User309,Test309,user309@example.com,Nice,true
C0310,User310,Test310,user310@example.com,Nice,true
C0311,User311,Test311,user311@example.com,Marseille,true
C0312,User312,Test312,user312@example.com,Paris,true
C0313,User313,Test313,user313@example.com,Bordeaux,true
C0314,User314,Test314,user314@example.com,Nantes,true
C0315,User315,Test315,user315@example.com,Marseille,true
C0316,User316,Test316,user316@example.com,Toulouse,true
C0317,User317,Test317,user317@example.com,Marseille,true
C0318,User318,Test318,user318@example.com,Nantes,true
C0319,User319,Test319,user319@example.com,Nice,true
C0320,User320,Test320,user320@example.com,Nantes,true
C0321,User321,Test321,user321@example.com,Marseille,false
C0322,User322,Test322,user322@example.com,Marseille,true
C0323,User323,Test323,user323@example.com,Nice,true
C0324,User324,Test324,user324@example.com,Lille,true
C0325,User325,Test325,user325@example.com,Lyon,true
C0326,User326,Test326,user326@example.com,Toulouse,true
C0327,User327,Test327,user327@example.com,Nice,true
C0328,User328,Test328,user328@example.com,Nice,false
C0329,User329,Test329,user329@example.com,Toulouse,true
C0330,User330,Test330,user330@example.com,Nice,true
C0331,User331,Test331,user331@example.com,Marseille,true
C0332,User332,Test332,user332@example.com,Marseille,true
C0333,User333,Test333,user333@example.com,Bordeaux,true
C0334,User334,Test334,user334@example.com,Nice,false
C0335,User335,Test335,user335@example.com,Lyon,false
C0336,User336,Test336,user336@example.com,Paris,true
C0337,User337,Test337,user337@example.com,Lyon,true
C0338,User338,Test338,user338@example.com,Lille,true
C0339,User339,Test339,user339@example.com,Lille,true
C0340,User340,Test340,user340@example.com,Toulouse,true
C0341,User341,Test341,user341@example.com,Bordeaux,false
C0342,User342,Test342,user342@example.com,Lille,true
C0343,User343,Test343,user343@example.com,Marseille,true
C0344,User344,Test344,user344@example.com,Marseille,true
C0345,User345,Test345,user345@example.com,Lyon,false
C0346,User346,Test346,user346@example.com,Lille,true
C0347,User347,Test347,user347@example.com,Lille,true
C0348,User348,Test348,user348@example.com,Marseille,true
C0349,User349,Test349,user349@example.com,Marseille,true
C0350,User350,Test350,user350@example.com,Lyon,true
C0351,User351,Test351,user351@example.com,Lille,false
C0352,User352,Test352,user352@example.com,Marseille,true
C0353,User353,Test353,user353@example.com,Toulouse,false
C0354,User354,Test354,user354@example.com,Marseille,true
C0355,User355,Test355,user355@example.com,Nantes,true
C0356,User356,Test356,user356@example.com,Lyon,true
C0357,User357,Test357,user357@example.com,Toulouse,true
C0358,User358,Test358,user358@example.com,Toulouse,true
C0359,User359,Test359,user359@example.com,Lille,true
C0360,User360,Test360,user360@example.com,Bordeaux,true
C0361,User361,Test361,user361@example.com,Marseille,true
C0362,User362,Test362,user362@example.com,Marseille,true
C0363,User363,Test363,user363@example.com,Marseille,true
C0364,User364,Test364,user364@example.com,Lille,true
C0365,User365,Test365,user365@example.com,Nice,true
C0366,User366,Test366,user366@example.com,Marseille,true
C0367,User367,Test367,user367@example.com,Lyon,true
C0368,User368,Test368,user368@example.com,Paris,true
C0369,User369,Test369,user369@example.com,Lyon,true
C0370,User370,Test370,user370@example.com,Paris,true
C0371,User371,Test371,user371@example.com,Lyon,true
C0372,User372,Test372,user372@example.com,Nice,true
C0373,User373,Test373,user373@example.com,Nantes,true
C0374,User374,Test374,user374@example.com,Bordeaux,true
C0375,User375,Test375,user375@example.com,Nantes,true
C0376,User376,Test376,user376@example.com,Nice,false
C0377,User377,Test377,user377@example.com,Toulouse,true
C0378,User378,Test378,user378@example.com,Nantes,true
C0379,User379,Test379,user379@example.com,Bordeaux,false
C0380,User380,Test380,user380@example.com,Lille,false
C0381,User381,Test381,user381@example.com,Toulouse,true
C0382,User382,Test382,user382@example.com,Bordeaux,true
C0383,User383,Test383,user383@example.com,Marseille,true
C0384,User384,Test384,user384@example.com,Lille,true
C0385,User385,Test385,user385@example.com,Toulouse,false
C0386,User386,Test386,user386@example.com,Nice,true
C0387,User387,Test387,user387@example.com,Nice,true
C0388,User388,Test388,user388@example.com,Nantes,true
C0389,User389,Test389,user389@example.com,Nice,false
C0390,User390,Test390,user390@example.com,Toulouse,true
C0391,User391,Test391,user391@example.com,Toulouse,false
C0392,User392,Test392,user392@example.com,Lyon,true
C0393,User393,Test393,user393@example.com,Lyon,true
C0394,User394,Test394,user394@example.com,Bordeaux,true
C0395,User395,Test395,user395@example.com,Nantes,true
C0396,User396,Test396,user396@example.com,Nantes,true
C0397,User397,Test397,user397@example.com,Lyon,true
C0398,User398,Test398,user398@example.com,Nantes,true
C0399,User399,Test399,user399@example.com,Lille,false
C0400,User400,Test400,user400@example.com,Bordeaux,false
C0401,User401,Test401,user401@example.com,Marseille,true
C0402,User402,Test402,user402@example.com,Nice,true
C0403,User403,Test403,user403@example.com,Toulouse,true
C0404,User404,Test404,user404@example.com,Toulouse,true
C0405,User405,Test405,user405@example.com,Paris,true
C0406,User406,Test406,user406@example.com,Paris,false
C0407,User407,Test407,user407@example.com,Lille,true
C0408,User408,Test408,user408@example.com,Paris,true
C0409,User409,Test409,user409@example.com,Nantes,true
C0410,User410,Test410,user410@example.com,Nice,true
C0411,User411,Test411,user411@example.com,Bordeaux,true
C0412,User412,Test412,user412@example.com,Toulouse,true
C0413,User413,Test413,user413@example.com,Marseille,true
C0414,User414,Test414,user414@example.com,Lyon,true
C0415,User415,Test415,user415@example.com,Nantes,true
C0416,User416,Test416,user416@example.com,Toulouse,true
C0417,User417,Test417,user417@example.com,Bordeaux,true
C0418,User418,Test418,user418@example.com,Bordeaux,true
C0419,User419,Test419,user419@example.com,Toulouse,true
C0420,User420,Test420,user420@example.com,Nice,true
C0421,User421,Test421,user421@example.com,Paris,true
C0422,User422,Test422,user422@example.com,Marseille,true
C0423,User423,Test423,user423@example.com,Bordeaux,true
C0424,User424,Test424,user424@example.com,Lille,true
C0425,User425,Test425,user425@example.com,Lille,true
C0426,User426,Test426,user426@example.com,Lille,true
C0427,User427,Test427,user427@example.com,Marseille,true
C0428,User428,Test428,user428@example.com,Marseille,true
C0429,User429,Test429,user429@example.com,Marseille,true
C0430,User430,Test430,user430@example.com,Toulouse,true
C0431,User431,Test431,user431@example.com,Marseille,true
C0432,User432,Test432,user432@example.com,Marseille,true
C0433,User433,Test433,user433@example.com,Bordeaux,true
C0434,User434,Test434,user434@example.com,Lyon,true
C0435,User435,Test435,user435@example.com,Nice,true
C0436,User436,Test436,user436@example.com,Marseille,true
C0437,User437,Test437,user437@example.com,Nantes,false
C0438,User438,Test438,user438@example.com,Lille,true
C0439,User439,Test439,user439@example.com,Lyon,true
C0440,User440,Test440,user440@example.com,Marseille,true
C0441,User441,Test441,user441@example.com,Nantes,true
C0442,User442,Test442,user442@example.com,Paris,true
C0443,User443,Test443,user443@example.com,Lille,true
C0444,User444,Test444,user444@example.com,Lyon,true
C0445,User445,Test445,user445@example.com,Nantes,true
C0446,User446,Test446,user446@example.com,Nantes,true
C0447,User447,Test447,user447@example.com,Lyon,true
C0448,User448,Test448,user448@example.com,Lille,false
C0449,User449,Test449,user449@example.com,Marseille,true
C0450,User450,Test450,user450@example.com,Nantes,true
C0451,User451,Test451,user451@example.com,Nantes,true
C0452,User452,Test452,user452@example.com,Lille,false
C0453,User453,Test453,user453@example.com,Lyon,true
C0454,User454,Test454,user454@example.com,Nice,false
C0455,User455,Test455,user455@example.com,Bordeaux,true
C0456,User456,Test456,user456@example.com,Paris,true
C0457,User457,Test457,user457@example.com,Bordeaux,true
C0458,User458,Test458,user458@example.com,Toulouse,true
C0459,User459,Test459,user459@example.com,Toulouse,true
C0460,User460,Test460,user460@example.com,Lille,true
C0461,User461,Test461,user461@example.com,Lyon,true
C0462,User462,Test462,user462@example.com,Nantes,true
C0463,User463,Test463,user463@example.com,Lyon,true
C0464,User464,Test464,user464@example.com,Nantes,true
C0465,User465,Test465,user465@example.com,Toulouse,true
C0466,User466,Test466,user466@example.com,Marseille,true
C0467,User467,Test467,user467@example.com,Toulouse,true
C0468,User468,Test468,user468@example.com,Toulouse,true
C0469,User469,Test469,user469@example.com,Bordeaux,true
C0470,User470,Test470,user470@example.com,Nantes,true
C0471,User471,Test471,user471@example.com,Paris,true
C0472,User472,Test472,user472@example.com,Lyon,true
C0473,User473,Test473,user473@example.com,Toulouse,false
C0474,User474,Test474,user474@example.com,Nantes,true
C0475,User475,Test475,user475@example.com,Paris,true
C0476,User476,Test476,user476@example.com,Lille,true
C0477,User477,Test477,user477@example.com,Paris,true
C0478,User478,Test478,user478@example.com,Bordeaux,true
C0479,User479,Test479,user479@example.com,Marseille,true
C0480,User480,Test480,user480@example.com,Lyon,true
C0481,User481,Test481,user481@example.com,Nice,true
C0482,User482,Test482,user482@example.com,Toulouse,false
C0483,User483,Test483,user483@example.com,Paris,true
C0484,User484,Test484,user484@example.com,Marseille,true
C0485,User485,Test485,user485@example.com,Marseille,true
C0486,User486,Test486,user486@example.com,Paris,true
C0487,User487,Test487,user487@example.com,Lyon,true
C0488,User488,Test488,user488@example.com,Paris,true
C0489,User489,Test489,user489@example.com,Bordeaux,true
C0490,User490,Test490,user490@example.com,Marseille,false
C0491,User491,Test491,user491@example.com,Lyon,true
C0492,User492,Test492,user492@example.com,Nantes,true
C0493,User493,Test493,user493@example.com,Nice,true
C0494,User494,Test494,user494@example.com,Lille,true
C0495,User495,Test495,user495@example.com,Lille,true
C0496,User496,Test496,user496@example.com,Toulouse,true
C0497,User497,Test497,user497@example.com,Nantes,true
C0498,User498,Test498,user498@example.com,Nice,true
C0499,User499,Test499,user499@example.com,Lyon,true
C0500,User500,Test500,user500@example.com,Nice,true
C0501,User501,Test501,user501@example.com,Nice,true
C0502,User502,Test502,user502@example.com,Nice,true
C0503,User503,Test503,user503@example.com,Nice,true
C0504,User504,Test504,user504@example.com,Bordeaux,true
C0505,User505,Test505,user505@example.com,Toulouse,true
C0506,User506,Test506,user506@example.com,Nice,true
C0507,User507,Test507,user507@example.com,Lyon,false
C0508,User508,Test508,user508@example.com,Paris,false
C0509,User509,Test509,user509@example.com,Nantes,true
C0510,User510,Test510,user510@example.com,Bordeaux,false
C0511,User511,Test511,user511@example.com,Toulouse,true
C0512,User512,Test512,user512@example.com,Paris,false
C0513,User513,Test513,user513@example.com,Bordeaux,true
C0514,User514,Test514,user514@example.com,Bordeaux,true
C0515,User515,Test515,user515@example.com,Nice,true
C0516,User516,Test516,user516@example.com,Paris,true
C0517,User517,Test517,user517@example.com,Marseille,false
C0518,User518,Test518,user518@example.com,Nantes,true
C0519,User519,Test519,user519@example.com,Lille,true
C0520,User520,Test520,user520@example.com,Lille,true
C0521,User521,Test521,user521@example.com,Nice,true
C0522,User522,Test522,user522@example.com,Nice,true
C0523,User523,Test523,user523@example.com,Lille,true
C0524,User524,Test524,user524@example.com,Marseille,true
C0525,User525,Test525,user525@example.com,Lyon,true
C0526,User526,Test526,user526@example.com,Toulouse,true
C0527,User527,Test527,user527@example.com,Lille,true
C0528,User528,Test528,user528@example.com,Toulouse,true
C0529,User529,Test529,user529@example.com,Lille,true
C0530,User530,Test530,user530@example.com,Lyon,true
C0531,User531,Test531,user531@example.com,Nantes,true
C0532,User532,Test532,user532@example.com,Nice,true
C0533,User533,Test533,user533@example.com,Bordeaux,true
C0534,User534,Test534,user534@example.com,Toulouse,true
C0535,User535,Test535,user535@example.com,Nantes,true
C0536,User536,Test536,user536@example.com,Nantes,true
C0537,User537,Test537,user537@example.com,Nantes,true
C0538,User538,Test538,user538@example.com,Bordeaux,true
C0539,User539,Test539,user539@example.com,Paris,true
C0540,User540,Test540,user540@example.com,Lyon,true
C0541,User541,Test541,user541@example.com,Lille,true
C0542,User542,Test542,user542@example.com,Nantes,true
C0543,User543,Test543,user543@example.com,Lyon,true
C0544,User544,Test544,user544@example.com,Lille,true
C0545,User545,Test545,user545@example.com,Toulouse,true
C0546,User546,Test546,user546@example.com,Nantes,true
C0547,User547,Test547,user547@example.com,Paris,true
C0548,User548,Test548,user548@example.com,Lyon,false
C0549,User549,Test549,user549@example.com,Lyon,true
C0550,User550,Test550,user550@example.com,Lille,true
C0551,User551,Test551,user551@example.com,Nantes,true
C0552,User552,Test552,user552@example.com,Toulouse,true
C0553,User553,Test553,user553@example.com,Paris,true
C0554,User554,Test554,user554@example.com,Nice,true
C0555,User555,Test555,user555@example.com,Lyon,true
C0556,User556,Test556,user556@example.com,Marseille,true
C0557,User557,Test557,user557@example.com,Nice,false
